AniLifeNumber,avg_early_lactation_yield,avg_mid_lactation_yield,avg_delta_early_mid_yield,avg_daily_yield,avg_total_milk,avg_insem,avg_failed_insem,avg_failed_pregnancies,avg_calving_to_insem,number_lactations,avg_lactation_duration,avg_dry_interval,n_intervals,age_at_first_calving,latest_lactation_date,AniBirthday,AniGenId,category,entry_code,entry_date,exit_code,exit_date,month,year,age_at_exit,endmilk_to_exit_days,total_insem,total_successes,insem_success_ratio,age_at_first_insem,InsDate,age_first_successful_insem,n_health_problems,recovery_duration,date_last_diagnosis,last_diagnosis,national_number,weight,selling_price,classification,slaughter_date,birth_year,cohort,farm,category.x,category.y,AniGenId.x,AniActive,AniGenId.y,AniLifeNumber.y
FR4401572208,697.572802,1280.776681,583.203879,30.413432,1978.349514,NA,NA,0,NA,1,67,NA,0,34,2018-11-23,2016-01-16,NA,NA,N,2016-01-16,E,2019-01-29,11,2018,36,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572209,611.359208,1409.417449,798.058241,23.668345,6388.155339,1,0,0,67,1,278,NA,0,29,2018-08-12,2016-02-22,NA,NA,N,2016-02-22,M,2019-07-22,8,2018,41,66,1,1,1,31,2018-10-17,31,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572210,985.792865,2339.223274,1353.430409,35.78338266666667,11713.786407333333,1.5,0.5,0.3333333333333333,69,3,334.3333333333333,55.5,2,29,2020-09-07,2016-02-24,NA,NA,N,2016-02-24,B,2021-08-24,8,2018,66,0,3,2,0.6666666666666666,31,2018-10-09,31,0,0,NA,NA,FR4401572210,290.1,NA,P-1,2021-08-25,2016,2013-2016,farm5,VL,D,2,FALSE,2,NA
FR4401572211,1076.5372026666666,2483.1229476666667,1406.585745,36.32870166666667,11629.854368333334,2.5,1.5,1.3333333333333333,63.833333333333336,6,330.6666666666667,68,5,31,2024-08-10,2016-03-10,NA,NA,A,2018-04-19,NA,NA,10,2018,NA,NA,15,6,0.4,34,2019-01-10,35,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,TRUE,2,NA
FR4401572212,502.96114850000004,1492.8640485,989.9029,23.147154,5166.6990285,3,2,2.5,91.5,2,246,50,1,31,2020-01-01,2016-03-22,NA,NA,N,2016-03-22,M,2020-05-09,11,2018,49,6,6,2,0.3333333333333333,35,2019-02-27,36,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572214,750.776685,210.388346,-540.388339,28.285714,961.165048,NA,NA,0,NA,1,35,NA,0,25,2018-07-12,2016-05-15,NA,NA,N,2016-05-15,B,2019-03-05,7,2018,33,201,0,0,NA,NA,NA,NA,0,0,NA,NA,FR4401572214,302.6,NA,P-3,2019-03-06,2016,2013-2016,farm5,VL,D,2,FALSE,2,NA
FR4401572215,638.0096955,1713.3494845,1075.339789,27.765659,9725,3,2,1,93.5,2,358,31,1,26,2019-08-15,2016-05-27,NA,NA,N,2016-05-27,B,2020-09-07,8,2018,51,0,6,2,0.3333333333333333,29,2018-11-21,29,0,0,NA,NA,FR4401572215,342.5,NA,P-3,2020-09-08,2016,2013-2016,farm5,VL,D,2,FALSE,2,NA
FR4401572217,722.7346133333333,1709.4336273333333,986.699014,24.856330166666666,5658.55987,1.4,0.4,0.3333333333333333,96.4,6,226.66666666666666,132,5,25,2023-11-13,2016-07-18,NA,NA,N,2016-07-18,B,2024-03-18,9,2018,92,1,7,5,0.7142857142857143,27,2018-11-16,27,0,0,NA,NA,FR4401572217,256.8,NA,P-1,2024-03-19,2016,2013-2016,farm5,VL,D,2,FALSE,2,NA
FR4401572218,374.271835,0,-374.271835,22.67647,374.271844,NA,NA,0,NA,1,17,NA,0,27,2018-11-06,2016-07-22,NA,NA,N,2016-07-22,E,2018-11-23,11,2018,28,0,0,0,NA,NA,NA,NA,11,105,2022-11-13,Mastitis with isolation of Sc. uberis (ScE),NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572219,275.825236,0,-275.825236,18.94,275.825242,NA,NA,0,NA,1,15,NA,0,27,2018-11-08,2016-07-23,NA,NA,N,2016-07-23,E,2018-11-23,11,2018,28,0,0,0,NA,NA,NA,NA,8,119,2024-04-19,Other disturbances of female fertility,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572222,640.194161,481.844649,-158.349512,25.682222,1122.038834,NA,NA,0,NA,1,45,NA,0,25,2018-10-09,2016-08-25,NA,NA,N,2016-08-25,E,2018-11-23,10,2018,26,0,0,0,NA,NA,NA,NA,8,119,2022-11-08,Other disturbances of female fertility,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572223,638.446587,364.17475,-274.271837,24.016279,1002.621359,NA,NA,0,NA,1,43,NA,0,25,2018-10-11,2016-08-26,NA,NA,N,2016-08-26,E,2018-11-23,10,2018,26,0,0,0,NA,NA,NA,NA,2,14,2022-11-24,Parage Curatif,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572224,1093.7863942857143,2653.217723857143,1559.4313295714285,39.77168842857143,11172.926490428572,1.8571428571428572,0.8571428571428571,0.8571428571428571,66.85714285714286,7,293,46.666666666666664,6,25,2024-09-16,2016-08-30,NA,NA,N,2016-08-30,NA,NA,10,2018,NA,NA,13,7,0.5384615384615384,27,2018-12-15,27,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,TRUE,2,NA
FR4401572225,849.514549,2076.116472,1226.601923,27.873446,9579.805825,6,5,4,79,1,354,NA,0,29,2019-02-22,2016-09-20,NA,NA,N,2016-09-20,B,2020-02-11,2,2019,40,0,6,1,0.16666666666666666,31,2019-05-11,31,0,0,NA,NA,FR4401572225,269.7,NA,P-2,2020-02-12,2016,2013-2016,farm5,VL,D,2,FALSE,2,NA
FR4401572226,819.8058085,1899.174727,1079.3689185,29.1273825,10648.3980575,4.5,3.5,3,93.5,2,376.5,59,1,24,2019-12-31,2016-10-10,NA,NA,N,2016-10-10,B,2021-01-11,10,2018,51,0,9,2,0.2222222222222222,27,2019-02-09,29,0,0,NA,NA,FR4401572226,262.2,NA,P-1,2021-01-12,2016,2013-2016,farm5,VL,D,2,FALSE,2,NA
FR4401572227,868.851118,1978.0258605,1109.1747425,30.37836683333333,8031.100323000001,1,0,0,79.4,6,269.3333333333333,67.4,5,24,2023-10-09,2016-10-15,NA,NA,N,2016-10-15,B,2024-03-18,11,2018,89,0,5,5,1,28,2019-03-07,28,0,0,NA,NA,FR4401572227,331.4,NA,P-3,2024-03-19,2016,2013-2016,farm5,VL,D,2,FALSE,2,NA
FR4401572228,992.9449686666667,2459.07764,1466.1326713333333,35.291273333333336,9988.495145333334,1.6,0.6,0.3333333333333333,108.8,6,305.5,90.2,5,24,2024-12-12,2016-11-11,NA,NA,N,2016-11-11,NA,NA,12,2018,NA,NA,8,5,0.625,27,2019-03-05,27,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,TRUE,2,NA
FR4401572230,820.19416,35.242718000000004,-784.951442,29.37,855.436893,NA,NA,0,NA,1,30,NA,0,29,2019-05-20,2016-11-23,NA,NA,N,2016-11-23,E,2019-06-19,5,2019,30,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572231,725.631052,29.514563,-696.116489,25.926666,755.145631,NA,NA,0,NA,1,30,NA,0,25,2019-01-09,2016-11-25,NA,NA,N,2016-11-25,E,2019-02-08,1,2019,26,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572232,669.708724,299.514558,-370.194166,24.9575,969.2233,NA,NA,0,NA,1,40,NA,0,24,2018-12-20,2016-11-30,NA,NA,N,2016-11-30,E,2019-01-29,12,2018,25,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572233,844.4174599999999,2158.3980285,1313.9805685000001,31.259191,11003.4466015,2.5,1.5,1.5,99.5,2,356.5,49,1,25,2020-01-31,2016-12-04,NA,NA,N,2016-12-04,M,2021-03-10,1,2019,51,3,5,2,0.4,28,2019-04-24,28,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572234,919.6439986666667,2177.216797666667,1257.572799,31.856136666666668,10088.608414,2,1,1,88.66666666666667,3,325.3333333333333,51.5,2,27,2021-04-24,2016-12-13,NA,NA,N,2016-12-13,M,2022-04-25,3,2019,64,52,6,3,0.5,29,2019-05-20,30,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572235,740.8737706,1850.6795814,1109.8058108,30.517042,8966.0776696,1.25,0.25,0.2,57.25,5,302.6,51.75,4,24,2022-09-18,2016-12-20,NA,NA,N,2016-12-20,B,2023-09-25,1,2019,81,0,5,4,0.8,26,2019-03-15,26,0,0,NA,NA,FR4401572235,269.5,NA,P-3,2023-09-26,2016,2013-2016,farm5,VL,D,2,FALSE,2,NA
FR4401572236,980.16988775,2404.95142725,1424.7815395,36.483418,9502.694174,2,1,0.75,143,4,276.25,103,3,24,2022-08-08,2016-12-22,NA,NA,N,2016-12-22,B,2024-01-17,1,2019,84,415,6,3,0.5,27,2019-04-15,28,0,0,NA,NA,FR4401572236,321.3,NA,P-3,2024-01-19,2016,2013-2016,farm5,VL,D,2,FALSE,2,NA
FR4401572237,832.038821,1508.058227,676.019406,33.476388,2340.097087,NA,NA,0,NA,1,72,NA,0,27,2019-04-03,2016-12-27,NA,NA,N,2016-12-27,E,2019-06-14,4,2019,29,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2016,2013-2016,farm5,VL,NA,2,FALSE,2,NA
FR4401572239,1055.8252286666666,2794.7248913333333,1738.8996626666667,41.278303333333334,11790.097087,2.3333333333333335,1.3333333333333333,1.6666666666666667,108,3,300,57.5,2,34,2022-02-10,2017-01-15,NA,NA,N,2017-01-15,B,2022-11-21,12,2019,70,65,7,3,0.42857142857142855,36,2020-02-08,37,0,0,NA,NA,FR4401572239,320.1,NA,P-3,2022-11-21,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572240,799.029113,0,-799.029113,29.392857,799.029126,NA,NA,0,NA,1,28,NA,0,27,2019-05-17,2017-01-22,NA,NA,N,2017-01-22,E,2019-06-14,5,2019,28,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572241,660.679596,1713.203855,1052.524259,27.041958,3754.368932,7,6,7,65,1,143,NA,0,32,2019-10-29,2017-02-13,NA,NA,N,2017-02-13,B,2020-11-02,10,2019,44,227,7,1,0.14285714285714285,34,2020-01-02,NA,0,0,NA,NA,FR4401572241,305.4,NA,P-3,2020-11-03,2017,2016-2019,farm5,VL,D,2,TRUE,2,NA
FR4401572242,803.1553260000001,2003.6892885,1200.5339625,28.829971999999998,9927.718445999999,5.5,4.5,4,78.5,2,363.5,129,1,31,2021-04-19,2017-02-14,NA,NA,N,2017-02-14,B,2022-02-07,10,2019,59,0,11,2,0.18181818181818182,33,2019-11-26,33,0,0,NA,NA,FR4401572242,345.2,NA,P-3,2022-02-08,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572243,810.2427045,2019.126185,1208.8834805000001,29.984251,8943.6165045,2,1,0.5,67.66666666666667,4,307.75,75.33333333333333,3,23,2022-05-27,2017-02-26,NA,NA,N,2017-02-26,B,2023-02-13,2,2019,71,0,6,3,0.5,25,2019-04-23,25,0,0,NA,NA,FR4401572243,293,NA,P-3,2023-02-14,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572244,916.0776554,2136.85434,1220.7766846,32.6754344,8856.504854,2,1,1,57,5,277.8,71.75,4,29,2023-07-16,2017-03-18,NA,NA,N,2017-03-18,B,2024-04-02,8,2019,84,1,10,5,0.5,30,2019-10-14,30,0,0,NA,NA,FR4401572244,343,NA,P-3,2024-04-03,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572246,151.262132,0,-151.262132,12.983333,151.262135,NA,NA,0,NA,1,12,NA,0,32,2020-03-21,2017-07-06,NA,NA,N,2017-07-06,E,2020-04-02,3,2020,32,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572247,836.8284646666666,2092.427153,1255.5986883333333,31.972062333333334,12885.177993000001,3.5,2.5,1.3333333333333333,110,3,409,51,2,32,2022-07-21,2017-07-06,NA,NA,N,2017-07-06,B,2023-10-30,3,2020,75,0,7,2,0.2857142857142857,34,2020-06-05,34,0,0,NA,NA,FR4401572247,310.9,NA,P-3,2023-10-31,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572248,985.53396525,2293.00968125,1307.475716,34.60961475,10954.296116,2,1,0.5,101.66666666666667,4,319.75,61.333333333333336,3,31,2023-08-30,2017-07-19,NA,NA,N,2017-07-19,B,2024-03-18,3,2020,79,0,6,3,0.5,34,2020-05-28,34,0,0,NA,NA,FR4401572248,272.3,NA,P-1,2024-03-19,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572249,872.888334,1960.21841875,1087.33008475,29.85993,8854.41747525,1.6666666666666667,0.6666666666666666,0.5,56.666666666666664,4,303.5,59.333333333333336,3,25,2022-07-25,2017-07-31,NA,NA,N,2017-07-31,B,2023-07-10,9,2019,71,0,5,3,0.6,27,2019-11-12,27,0,0,NA,NA,FR4401572249,287,NA,P-3,2023-07-11,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572250,925.5339657999999,2462.9514262000002,1537.4174604,35.99935,11675.844659800001,3.6,2.6,2.6,67.8,5,332.4,58.5,4,24,2023-11-21,2017-08-18,NA,NA,N,2017-08-18,NA,NA,9,2019,NA,NA,18,5,0.2777777777777778,26,2019-11-09,27,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572251,586.699014,1719.417446,1132.718432,28.797169,8890.776699,2,1,1,85,1,318,NA,0,27,2019-12-17,2017-08-27,NA,NA,N,2017-08-27,B,2020-12-07,12,2019,39,38,2,1,0.5,30,2020-03-11,30,0,0,NA,NA,FR4401572251,285.5,NA,P-2,2020-12-08,2017,2016-2019,farm5,VL,D,2,TRUE,2,NA
FR4401572252,45.922326,0,-45.922326,5.9125,45.92233,NA,NA,0,NA,1,8,NA,0,30,2020-03-25,2017-08-31,NA,NA,N,2017-08-31,E,2020-04-02,3,2020,31,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572253,644.9190836666667,1618.996743,974.0776593333333,25.92365733333333,9338.834951,3,2,1,85,3,261.3333333333333,44,2,29,2022-07-27,2017-09-20,NA,NA,N,2017-09-20,M,2022-07-31,3,2020,58,2,6,2,0.3333333333333333,32,2020-06-05,32,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572254,1053.4951296,2640.5824936,1587.087364,37.641718,12494.6019414,2.4,1.4,1.2,63.8,5,339.8,50.5,4,27,2023-12-14,2017-09-24,NA,NA,N,2017-09-24,NA,NA,12,2019,NA,NA,12,5,0.4166666666666667,29,2020-03-16,29,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572255,754.6601806666666,1845.8575743333333,1091.1973936666666,29.189467999999998,7259.3527503333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,70.66666666666667,3,260.6666666666667,57,2,34,2022-08-04,2017-10-12,NA,NA,N,2017-10-12,B,2023-02-13,8,2020,64,0,5,3,0.6,36,2020-11-05,36,0,0,NA,NA,FR4401572255,303.4,NA,P-2,2023-02-14,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572256,692.0388195,1976.3591925,1284.320373,32.271035500000004,10295.7766985,3,2,2,53.5,2,326.5,47,1,25,2020-11-30,2017-10-16,NA,NA,N,2017-10-16,B,2021-12-27,12,2019,50,49,6,2,0.3333333333333333,27,2020-02-01,28,0,0,NA,NA,FR4401572256,363.2,NA,O-3,2021-12-27,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572257,310.873777,0,-310.873777,20.0125,310.873786,NA,NA,0,NA,1,16,NA,0,28,2020-03-17,2017-10-25,NA,NA,N,2017-10-25,E,2020-04-02,3,2020,29,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572258,739.708724,1694.174729,954.466005,30.152256,12324.368932,8,7,7,109,1,421,NA,0,30,2020-05-23,2017-10-28,NA,NA,N,2017-10-28,B,2021-07-19,5,2020,44,1,8,1,0.125,34,2020-09-09,39,0,0,NA,NA,FR4401572258,314.6,NA,P-3,2021-07-19,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572259,797.556622,2040.2912366666665,1242.7346146666666,35.6958092,8896.229772833334,1.4,0.4,0.3333333333333333,73.4,6,257.1666666666667,58.4,5,25,2024-12-19,2017-11-01,NA,NA,N,2017-11-01,M,2024-12-20,12,2019,85,1,7,5,0.7142857142857143,28,2020-03-10,28,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572260,1078.9077525,2595.7038537500002,1516.79610125,35.336453,12781.3834945,5,4,3.5,87,4,377,96,3,26,2024-01-24,2017-11-05,NA,NA,N,2017-11-05,B,2024-12-23,1,2020,85,0,20,4,0.2,28,2020-03-19,29,0,0,NA,NA,FR4401572260,319.9,NA,P-3,2024-12-24,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572261,1034.5436750000001,2603.1261838,1568.5825088000001,37.1582834,10320.6990286,3,2,1.6,82,5,285.2,102,4,27,2024-06-28,2017-11-12,NA,NA,N,2017-11-12,NA,NA,3,2020,NA,NA,12,4,0.3333333333333333,29,2020-05-09,31,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572263,859.563091,1581.359201,721.79611,31.060965500000002,5254.417475,4,3,1.5,50,2,183.5,43,1,25,2020-12-22,2017-12-04,NA,NA,N,2017-12-04,B,2021-06-09,1,2020,42,94,4,1,0.25,27,2020-03-12,27,0,0,NA,NA,FR4401572263,298.7,NA,P-3,2021-06-10,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572264,1073.689306,2665.275054333333,1591.5857483333332,38.12769633333333,11227.63754,3.6666666666666665,2.6666666666666665,2.6666666666666665,84.66666666666667,3,300.6666666666667,56.5,2,25,2022-01-30,2017-12-29,NA,NA,N,2017-12-29,B,2022-12-26,2,2020,59,28,11,3,0.2727272727272727,27,2020-04-11,27,0,0,NA,NA,FR4401572264,295,NA,P-3,2022-12-26,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572265,1054.1553266,2493.8834659999998,1439.7281394,36.7838624,10912.912621,2,1,0.8,95.6,5,310.6,75.25,4,24,2024-08-30,2018-01-27,NA,NA,N,2018-01-27,NA,NA,2,2020,NA,NA,10,5,0.5,26,2020-04-09,26,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572266,1019.3527356666666,2162.621328,1143.2685923333333,32.742437,11928.187702,2.3333333333333335,1.3333333333333333,1.3333333333333333,85.66666666666667,3,369.6666666666667,64,2,28,2022-07-31,2018-01-28,NA,NA,N,2018-01-28,B,2023-10-30,6,2020,69,0,7,3,0.42857142857142855,31,2020-09-01,31,0,0,NA,NA,FR4401572266,289.7,NA,P-3,2023-10-31,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572267,944.8155188000001,2441.6310382,1496.8155194,35.4449696,10992.9320384,2.4,1.4,1,83,5,327,52.75,4,23,2024-08-12,2018-02-23,NA,NA,N,2018-02-23,NA,NA,2,2020,NA,NA,12,5,0.4166666666666667,25,2020-04-18,25,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572268,1057.6116368,2486.7572516,1429.1456148,36.4254966,9083.5533978,2.4,1.4,1.6,84.8,5,267.4,93.25,4,27,2024-11-16,2018-03-17,NA,NA,N,2018-03-17,NA,NA,7,2020,NA,NA,12,5,0.4166666666666667,29,2020-09-12,29,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572269,954.466005,2669.6116202499998,1715.14561525,39.61097875,13820.097087,2.5,1.5,1.5,81.75,4,354,61.666666666666664,3,30,2024-02-29,2018-04-05,NA,NA,N,2018-04-05,B,2025-03-10,10,2020,83,0,10,4,0.4,32,2020-12-14,32,0,0,NA,NA,FR4401572269,345.9,NA,P-3,2025-03-10,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572270,918.7378490000001,2124.805793,1206.067944,31.4818955,11211.504853999999,4,3,2,58.5,2,378.5,57,1,25,2021-11-10,2018-04-28,NA,NA,N,2018-04-28,B,2022-11-21,6,2020,54,75,8,2,0.25,27,2020-08-19,29,0,0,NA,NA,FR4401572270,323.6,NA,P-3,2022-11-21,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572272,777.4109883333333,2046.1811976666668,1268.7702093333332,29.514369000000002,9795.825242,4,3,3,72.33333333333333,3,345.6666666666667,65.5,2,28,2023-02-18,2018-05-21,NA,NA,N,2018-05-21,B,2024-01-02,10,2020,67,0,12,3,0.25,30,2020-12-15,34,0,0,NA,NA,FR4401572272,286,NA,P-3,2024-01-02,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572273,691.2297586666666,1980.355953,1289.1261943333334,28.966230000000003,7863.656957666666,2,1,1,89.33333333333333,3,266.3333333333333,155,2,27,2022-12-09,2018-06-21,NA,NA,N,2018-06-21,B,2023-10-30,10,2020,64,0,6,3,0.5,29,2020-12-12,30,0,0,NA,NA,FR4401572273,273.8,NA,P-2,2023-10-31,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572274,684.4336430000001,1742.2653433333332,1057.8317003333334,28.728729666666666,9670.129449666667,2,1,0.6666666666666666,62.5,3,347.3333333333333,46,2,27,2022-09-03,2018-06-21,NA,NA,N,2018-06-21,B,2023-10-30,9,2020,64,0,4,2,0.5,29,2020-11-28,29,0,0,NA,NA,FR4401572274,276,NA,P-3,2023-10-31,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572275,510.194158,1375.436866,865.242708,24.336986,8624.271844,4,3,2,74,1,365,NA,0,25,2020-08-24,2018-07-02,NA,NA,N,2018-07-02,B,2021-08-24,8,2020,37,0,4,1,0.25,28,2020-11-06,28,0,0,NA,NA,FR4401572275,318.5,NA,P-3,2021-08-25,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572276,727.702252,2122.038803666667,1394.3365516666668,32.91159566666667,9038.996763,2,1,1,100.33333333333333,3,291.6666666666667,112.5,2,24,2022-12-17,2018-07-31,NA,NA,N,2018-07-31,B,2024-01-17,8,2020,65,163,6,3,0.5,29,2021-01-05,30,0,0,NA,NA,FR4401572276,304.8,NA,P-3,2024-01-19,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572277,1052.79124775,2545.461134,1492.66988625,34.8042,10962.4999995,2,1,1,95.25,4,322.5,60.333333333333336,3,23,2023-10-11,2018-08-08,NA,NA,N,2018-08-08,B,2024-08-07,7,2020,71,0,8,4,0.5,25,2020-09-25,25,0,0,NA,NA,FR4401572277,415.3,NA,P-3,2024-08-09,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572278,884.5630933333333,2715.5339506666664,1830.9708573333332,38.854684666666664,10276.181229333333,1.3333333333333333,0.33333333333333337,0.3333333333333333,71.33333333333333,3,275.3333333333333,47,2,31,2023-03-11,2018-08-11,NA,NA,N,2018-08-11,B,2024-01-02,3,2021,64,96,4,3,0.75,34,2021-06-12,34,0,0,NA,NA,FR4401572278,332.6,NA,P-3,2024-01-02,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572280,776.084126,1807.1844373333333,1031.1003113333334,28.128112333333334,7212.880258333334,3.5,2.5,1.6666666666666667,47,3,258.6666666666667,59,2,23,2022-10-18,2018-09-05,NA,NA,N,2018-09-05,B,2023-02-13,9,2020,53,0,7,2,0.2857142857142857,25,2020-10-15,27,0,0,NA,NA,FR4401572280,280.5,NA,P-3,2023-02-14,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572283,391.553383,356.990277,-34.563106,14.018181,748.543689,NA,NA,0,NA,1,55,NA,0,25,2020-12-02,2018-10-08,NA,NA,NA,NA,B,2021-06-09,12,2020,32,134,0,0,NA,NA,NA,NA,0,0,NA,NA,FR4401572283,319.1,NA,P-3,2021-06-10,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572284,993.44658775,2488.5922032500002,1495.1456155,37.21637475,11665.87378575,2.25,1.25,1.25,67.75,4,321.25,52.666666666666664,3,29,2024-03-18,2018-10-10,NA,NA,N,2018-10-10,B,2025-03-10,3,2021,77,0,9,4,0.4444444444444444,31,2021-05-24,31,0,0,NA,NA,FR4401572284,311.4,NA,P-3,2025-03-10,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572285,706.9902776,2070.9514262,1363.9611486,33.3293764,8785.611649800001,1.5,0.5,0.4,65,5,274.4,55.5,4,24,2024-10-28,2018-10-21,NA,NA,N,2018-10-21,NA,NA,10,2020,NA,NA,6,4,0.6666666666666666,26,2020-12-26,26,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572286,313.786401,0,-313.786401,21.546666,313.786407,NA,NA,0,NA,1,15,NA,0,26,2021-01-05,2018-10-23,NA,NA,N,2018-10-23,E,2021-01-20,1,2021,26,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572287,691.165036,1917.961135,1226.796099,29.144776,9479.126213,5,4,4,50,1,335,NA,0,36,2021-11-04,2018-10-24,NA,NA,N,2018-10-24,B,2023-07-10,11,2021,56,278,5,1,0.2,37,2021-12-23,40,0,0,NA,NA,FR4401572287,311.4,NA,P-3,2023-07-11,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572288,739.0776555,1074.4660005,335.388345,27.461145000000002,4869.368932,2,1,0.5,136,2,185,102,1,28,2022-05-13,2018-10-31,NA,NA,A,2020-08-18,M,2022-06-28,3,2021,43,1,2,1,0.5,32,2021-07-25,33,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,FALSE,2,NA
